 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50
69,41.222,34.216,22.692,30.588,27.810,31.297,35.065,28.688,25.278,35.135,43.048,42.459,29.500,28.027,44.194,40.808,37.529,27.654,39.353,34.147,39.692,33.188,36.150,46.444,37.531,27.618,41.188,33.882,26.382,26.441,20.000,25.235,22.613,27.774,25.962,42.844,22.871,21.588,17.438,33.048,32.308,34.735,26.562,28.692,30.476,22.324,16.125,23.290,18.618,25.806
70,39.083,34.486,27.000,31.971,29.857,31.135,34.355,27.094,26.028,34.811,48.762,41.351,28.308,28.649,44.500,39.538,36.559,27.038,43.882,33.676,38.731,33.781,33.600,43.333,36.531,28.147,39.062,35.882,24.294,26.941,21.308,26.382,23.000,27.581,28.115,41.406,22.742,22.029,16.938,35.619,34.269,35.294,27.188,27.115,32.667,20.471,15.312,25.677,18.824,24.903
71,38.139,33.784,26.077,32.441,27.524,30.189,33.065,27.844,24.333,33.676,45.952,41.162,28.269,29.054,45.000,41.769,36.353,25.962,49.235,31.941,37.269,34.250,32.350,44.528,36.594,25.412,37.750,34.235,24.324,25.412,21.923,26.382,22.226,27.323,26.538,41.688,23.774,22.500,18.156,35.810,34.769,35.912,28.688,27.808,30.952,21.824,15.500,23.613,20.500,24.032
72,39.417,33.730,25.923,30.118,27.571,31.108,33.419,27.594,25.278,34.324,43.905,40.216,28.615,26.270,43.750,39.231,35.588,29.500,49.588,32.824,39.577,34.375,33.600,47.278,37.344,27.794,38.062,35.353,25.206,26.000,21.846,25.853,22.484,25.581,27.769,42.000,23.806,22.412,17.812,32.000,35.077,36.029,26.375,28.577,31.190,20.941,15.219,22.806,19.647,25.806
73,39.694,36.541,25.346,33.735,29.048,31.541,34.903,28.344,26.083,36.189,47.333,40.757,26.808,26.946,44.556,40.192,35.824,28.962,49.265,32.412,40.154,32.250,34.950,42.917,36.844,27.559,40.000,35.735,25.118,25.471,20.615,26.206,21.742,27.355,26.500,43.938,23.290,22.118,19.344,36.476,36.000,35.118,27.688,27.885,33.762,21.206,16.125,24.968,18.382,24.161
74,39.250,34.973,25.423,31.265,28.048,28.919,35.226,26.094,23.556,36.027,48.476,42.189,30.923,29.378,44.639,41.538,36.382,27.923,53.647,30.765,39.654,33.312,35.000,43.861,36.406,25.618,37.125,34.118,24.265,26.794,23.269,25.471,22.387,27.613,25.923,42.781,22.129,21.324,18.562,36.476,36.115,35.324,26.812,26.000,31.143,23.000,15.500,24.419,20.353,26.581
75,39.167,33.595,25.385,32.441,28.952,29.865,33.871,28.375,24.806,34.676,45.429,43.189,27.577,28.162,44.694,39.846,37.706,27.538,53.971,32.382,39.846,31.688,36.150,45.944,36.250,27.324,37.438,32.353,23.382,25.147,20.692,25.853,22.871,27.677,25.231,43.156,22.194,22.588,17.406,36.857,36.462,34.618,30.312,26.538,31.286,23.353,16.000,23.548,20.441,25.677
76,38.306,35.784,26.115,33.059,29.524,30.216,35.452,26.375,25.333,33.541,50.238,41.568,28.038,28.730,45.917,39.654,35.471,28.769,53.706,32.529,38.885,32.656,33.450,43.750,36.094,27.765,39.312,33.265,24.529,26.147,21.654,26.029,22.419,25.484,27.846,40.000,21.581,21.618,17.875,35.238,34.154,34.294,26.438,27.846,31.000,22.676,14.719,25.548,19.029,25.516
77,40.000,35.081,26.346,34.118,29.333,30.216,33.452,27.562,24.278,35.108,45.905,41.459,27.808,27.216,45.778,37.538,37.412,28.731,51.941,32.118,37.808,32.031,34.300,44.500,35.500,28.441,39.500,33.324,25.971,27.559,22.500,26.324,22.161,27.194,27.115,41.531,23.032,22.559,17.594,34.667,36.308,35.471,25.375,27.962,31.619,20.941,15.062,23.871,18.471,26.258
78,39.833,34.838,25.731,31.941,28.286,30.946,34.065,28.000,24.667,36.541,49.667,41.054,27.500,26.784,46.167,39.538,36.118,27.038,50.824,31.412,37.885,33.125,35.650,42.861,35.062,27.971,37.688,33.529,24.235,26.353,22.577,25.235,21.710,25.742,28.000,40.156,23.097,21.000,17.031,34.762,35.308,33.706,23.750,27.308,30.333,22.941,14.500,24.097,20.088,24.613
79,38.222,35.108,25.692,32.529,29.381,29.270,34.774,26.250,26.389,32.973,46.048,39.351,29.154,29.297,45.139,39.038,36.706,29.269,48.941,29.235,39.538,32.094,34.100,43.500,36.875,27.029,38.188,35.118,25.000,27.029,22.077,25.235,20.226,26.581,26.154,42.500,22.871,22.441,16.125,34.429,35.346,34.353,30.375,27.346,30.667,21.706,15.969,24.355,19.176,24.548
80,40.417,34.243,25.038,31.059,28.524,29.432,36.258,27.219,24.972,35.243,45.143,41.405,29.462,29.378,48.611,40.654,36.853,28.423,46.588,28.059,39.808,33.906,32.150,43.194,37.438,29.000,39.188,34.529,25.118,25.353,21.615,25.529,22.613,27.129,28.346,40.969,23.742,23.147,17.156,33.238,33.923,35.824,27.250,27.154,31.714,20.912,16.094,26.194,19.059,23.710
81,39.444,34.405,26.038,32.265,28.000,30.919,34.548,28.375,24.333,33.162,46.048,41.324,28.538,27.703,45.139,40.423,34.794,29.154,46.735,27.176,38.962,32.094,35.600,45.806,37.031,30.382,38.625,33.412,25.029,26.294,22.577,26.382,22.419,27.968,27.385,43.562,22.129,21.324,17.688,32.952,31.769,38.029,27.312,26.731,30.286,20.971,15.531,24.226,20.265,24.452
82,39.444,33.973,25.577,33.000,25.429,29.270,33.226,25.844,25.000,34.865,47.000,40.703,28.538,26.676,44.750,38.692,35.500,28.692,45.588,27.647,39.577,32.250,35.550,43.278,36.625,26.971,38.938,34.294,24.912,24.853,23.077,25.118,22.161,28.387,28.538,41.281,23.839,21.235,17.594,35.714,34.615,36.235,27.562,27.808,28.286,21.294,15.125,24.806,18.176,23.355
83,36.722,34.432,24.692,32.118,28.571,30.892,33.968,28.531,25.417,33.351,48.952,40.973,27.192,27.568,45.444,39.077,34.000,27.846,42.235,26.441,39.654,32.375,33.600,43.083,36.656,27.853,37.750,33.618,25.059,27.824,21.423,26.853,23.129,27.484,25.615,40.531,22.645,22.588,17.250,34.476,32.423,36.265,28.000,28.077,31.286,20.882,16.500,24.871,18.706,24.097
84,39.583,33.730,25.731,30.941,28.000,28.216,34.226,28.094,23.111,33.892,46.810,42.054,28.808,27.946,45.583,39.731,34.412,26.231,38.853,26.912,37.846,32.344,33.400,44.111,38.469,29.176,37.938,32.794,23.882,26.000,22.577,24.559,21.581,26.097,28.462,41.594,22.645,22.353,17.281,32.381,32.077,36.382,27.312,27.885,31.810,20.441,15.688,24.516,19.618,23.774
85,39.111,34.595,26.038,29.971,27.857,30.324,34.903,25.469,26.333,33.973,45.429,40.568,29.308,28.486,44.389,38.923,35.529,26.308,39.765,25.882,40.077,33.188,34.350,44.722,38.062,27.382,37.125,34.412,24.765,27.088,21.115,27.588,21.323,25.613,27.962,42.438,22.516,23.353,18.125,33.905,31.769,34.294,26.125,26.885,32.143,20.353,15.750,24.903,17.676,22.581
86,38.944,36.378,24.000,34.265,26.619,31.568,35.806,28.250,25.333,35.676,49.762,41.811,28.115,28.054,44.556,39.077,35.765,27.731,39.647,25.794,38.462,32.125,34.850,45.000,38.562,27.000,42.312,33.441,26.529,27.471,21.192,24.588,23.194,27.226,26.577,41.719,23.710,23.206,17.344,32.286,33.038,35.765,26.438,28.577,27.619,21.353,15.531,24.903,17.500,23.484
87,37.750,33.784,25.923,30.882,27.476,31.541,34.129,26.500,23.611,33.486,46.810,39.811,29.346,27.919,44.778,41.115,36.235,27.038,38.176,27.206,38.692,31.906,32.200,44.111,35.469,27.618,40.688,33.029,24.618,27.265,21.577,25.382,22.806,26.258,27.269,42.469,22.323,22.059,17.844,34.190,32.154,34.647,27.188,27.692,30.286,20.118,15.750,25.516,18.941,23.903
88,38.389,35.432,25.231,32.324,28.810,30.541,33.710,26.781,26.111,33.459,47.381,41.919,28.346,27.784,44.806,41.731,37.235,26.923,35.412,26.059,38.654,32.469,32.900,44.639,36.469,27.000,39.375,34.029,26.324,26.059,21.808,27.559,23.065,26.548,25.385,42.531,23.452,22.735,17.312,33.857,29.385,36.059,27.625,27.654,32.619,21.118,14.469,25.032,20.324,24.065
89,38.611,34.486,25.885,32.412,25.714,29.784,34.839,27.812,23.778,33.270,45.619,39.324,27.654,28.459,45.389,40.385,38.294,27.231,36.206,26.059,39.038,33.781,32.000,42.778,36.094,30.353,38.312,35.676,22.941,25.412,22.231,25.676,22.903,26.226,28.769,41.438,24.032,22.265,17.844,33.333,30.231,36.000,28.625,28.077,29.048,21.824,15.250,23.516,19.588,24.258
90,38.222,36.946,25.692,31.588,27.000,29.649,33.032,27.438,25.333,34.973,46.810,41.459,28.462,27.865,43.361,39.000,35.912,28.923,35.647,25.588,37.077,33.125,32.300,43.833,36.750,27.059,40.125,33.000,23.882,26.441,21.308,25.706,23.419,25.516,27.269,41.812,23.839,23.176,18.688,33.238,29.654,35.765,24.875,27.577,31.667,20.735,15.062,23.226,19.353,23.935
91,39.250,37.000,25.308,32.735,27.048,30.432,33.806,28.344,25.750,35.703,45.286,42.486,28.885,28.432,46.194,38.423,35.500,29.385,36.441,27.176,38.923,32.062,37.950,43.000,36.719,27.853,41.000,32.882,25.765,26.118,20.962,25.676,21.839,26.968,28.077,40.812,21.355,21.676,17.250,33.095,30.154,35.029,29.000,28.154,30.190,21.235,16.219,24.452,20.382,24.581
92,39.417,37.459,25.538,31.000,27.429,30.459,34.419,28.625,25.389,34.892,46.143,41.703,28.346,26.514,43.722,39.769,36.265,28.423,36.059,27.471,38.077,30.938,36.050,42.778,36.219,28.118,39.750,32.853,23.765,25.647,21.692,26.500,22.516,27.097,26.923,42.531,24.065,22.706,17.281,33.381,30.077,37.059,27.125,28.000,32.095,21.500,14.812,23.452,19.000,24.484
93,40.278,36.000,26.000,31.000,31.286,30.405,35.387,26.469,25.389,34.622,46.238,41.135,28.077,27.568,45.389,39.154,35.147,28.423,35.500,28.676,38.577,33.094,34.150,43.444,37.094,27.529,38.750,33.412,26.029,24.676,21.385,25.735,21.903,26.194,27.346,43.469,23.387,21.765,16.844,33.238,29.000,37.000,27.938,26.385,30.095,20.706,16.094,23.774,19.500,23.806
94,38.556,38.811,25.462,32.412,27.143,30.946,33.484,27.000,24.667,35.324,46.000,39.568,29.154,28.703,45.861,40.192,34.382,28.269,37.647,25.765,38.154,32.094,33.600,42.667,34.719,28.441,39.938,34.059,23.794,26.294,19.692,26.441,21.226,26.065,28.808,40.625,23.645,21.588,18.406,32.524,28.692,35.618,28.625,27.769,30.857,21.118,15.938,23.903,19.059,23.323
95,38.333,36.703,25.654,31.000,28.143,31.081,32.613,28.188,25.861,35.838,48.238,41.000,28.846,28.622,46.833,39.154,37.559,26.308,37.235,27.324,39.423,32.000,34.550,41.028,36.125,27.882,37.000,32.559,25.500,25.765,20.769,26.176,23.032,26.710,27.385,40.938,23.032,22.529,17.094,33.190,30.923,36.029,27.812,28.346,31.238,19.971,15.906,23.129,19.294,22.806
96,39.722,38.135,25.346,31.853,29.143,29.973,34.548,27.031,24.750,35.622,45.762,42.216,28.538,27.541,43.611,41.423,36.441,26.500,35.794,27.971,40.077,32.719,33.800,42.417,37.281,26.559,36.312,33.618,23.941,26.824,21.538,26.412,23.065,25.355,26.154,43.219,23.129,21.265,17.250,33.952,29.692,34.206,28.000,26.115,32.143,20.676,15.875,23.871,18.794,23.903
97,37.750,39.189,24.885,32.324,28.857,30.568,35.129,26.000,23.972,35.108,48.476,40.838,29.115,27.865,45.583,39.269,35.147,26.885,36.118,25.500,38.308,32.719,34.600,42.861,36.469,28.500,40.125,34.118,23.647,25.000,22.615,24.441,21.548,27.871,26.231,41.125,22.742,20.941,17.875,32.952,31.192,34.912,27.750,26.654,30.381,21.676,15.344,23.065,18.059,24.032
98,39.694,38.405,24.500,32.382,27.429,30.162,32.935,28.031,24.111,36.514,46.762,41.324,28.615,28.973,46.833,41.654,36.294,30.038,34.676,26.706,38.769,33.688,34.250,42.917,35.188,27.971,36.500,34.676,25.324,26.676,21.462,25.676,22.194,25.742,27.154,40.562,23.226,21.912,16.406,31.429,32.885,36.000,28.000,26.808,31.571,20.912,16.031,23.710,18.912,23.871
99,38.583,38.405,26.615,30.471,27.333,31.081,33.774,27.938,24.583,35.811,49.000,40.297,27.731,27.189,44.500,40.038,37.265,28.269,34.294,26.588,37.962,33.562,34.500,42.417,37.188,28.441,38.312,34.441,25.471,27.294,21.808,26.265,23.355,26.419,25.500,43.375,23.677,22.059,17.719,33.952,33.115,33.353,29.375,26.769,30.000,22.235,14.188,24.548,18.353,24.677
100,39.167,37.946,24.885,30.735,27.857,29.811,34.839,27.062,25.167,34.459,48.190,40.730,27.308,29.054,44.833,39.808,34.735,29.077,37.529,26.588,36.731,32.281,33.100,43.583,35.969,27.382,37.062,33.206,25.353,28.000,22.731,25.324,21.161,26.290,26.038,42.562,23.645,21.618,16.781,34.667,30.346,36.618,28.562,27.154,31.381,21.735,14.969,25.097,18.588,23.935
101,40.000,39.000,25.269,33.353,28.952,29.568,33.355,27.344,24.250,33.838,45.905,41.486,28.538,27.243,45.083,42.000,37.029,28.808,36.029,25.824,37.308,33.906,34.450,42.000,36.656,27.941,40.062,33.324,23.735,25.176,20.731,25.471,20.226,27.452,28.846,40.844,23.194,21.029,17.156,33.381,30.692,34.529,27.375,28.192,29.429,22.412,15.188,22.774,18.176,24.032
102,39.639,39.459,26.731,31.118,28.571,30.514,36.000,27.812,25.028,34.595,49.143,42.676,27.500,28.351,45.500,39.077,36.353,29.115,36.618,26.029,37.769,31.969,34.750,41.611,36.188,28.088,38.438,34.353,25.529,27.147,21.731,26.059,23.065,26.484,28.115,41.406,23.161,21.618,17.406,34.095,29.269,35.294,29.188,28.692,29.476,21.912,14.281,24.323,19.971,25.968
103,40.472,38.568,25.154,32.912,26.143,30.730,34.258,26.250,24.889,34.514,46.857,41.703,28.538,28.243,44.861,39.115,36.824,26.962,35.353,25.824,39.962,33.781,35.000,44.000,35.688,27.382,38.812,35.000,24.706,26.147,21.231,27.676,22.548,27.548,28.269,42.781,21.903,20.824,18.438,34.476,30.808,34.971,29.562,27.038,31.667,21.000,15.156,23.645,18.706,25.871
104,39.778,38.568,26.885,32.294,29.905,30.216,34.548,28.125,24.833,35.973,48.429,41.568,28.692,29.459,43.500,40.923,36.647,29.192,36.235,25.794,38.731,31.250,32.000,44.778,36.531,27.735,41.562,35.971,24.176,25.882,20.077,25.735,22.065,27.581,27.769,40.844,22.871,21.471,16.094,31.143,31.000,35.059,28.000,26.423,29.524,22.353,14.219,25.194,19.265,23.613
105,40.111,38.324,26.731,32.559,28.857,29.838,34.065,29.188,25.278,36.919,45.619,42.946,28.462,29.081,45.250,39.538,37.324,26.269,34.971,27.559,38.962,34.406,33.900,41.639,35.906,27.588,39.438,33.059,24.647,26.206,20.577,25.676,21.710,27.129,27.308,43.219,22.452,21.382,17.188,34.667,30.808,35.559,26.688,28.423,32.762,21.618,15.219,23.742,19.206,25.290
106,38.111,38.324,25.923,31.912,27.810,31.405,34.000,27.344,25.472,36.919,49.238,41.378,29.192,28.514,43.000,40.615,36.706,27.231,38.059,26.235,38.692,33.594,34.400,43.528,35.906,27.294,39.500,33.412,24.176,27.294,21.192,25.471,23.548,27.000,28.346,42.344,24.000,22.353,15.906,33.619,27.077,34.382,27.562,28.846,32.238,21.441,15.656,25.871,20.412,25.484
107,39.333,38.568,24.615,31.118,29.952,30.514,33.290,27.312,25.528,37.351,45.000,41.297,27.385,26.919,44.417,40.154,37.324,28.692,37.853,25.824,37.385,31.438,30.850,43.167,37.406,28.000,40.375,33.176,25.059,25.029,19.192,25.412,21.581,25.935,28.731,41.094,23.097,21.471,16.594,35.429,32.115,36.088,28.250,27.346,29.667,20.618,16.219,24.871,19.176,25.000
108,39.833,38.189,26.308,31.029,28.571,29.270,33.806,27.000,23.694,39.027,46.762,40.189,27.769,28.595,44.389,38.231,38.147,28.077,36.706,26.647,37.077,31.312,34.700,43.556,36.281,28.912,36.625,33.088,23.618,27.794,22.115,25.441,22.032,27.806,25.538,42.938,21.968,21.618,17.531,33.952,29.808,37.412,28.250,28.038,32.000,21.118,15.438,23.419,18.971,24.097
109,37.889,36.054,24.038,31.971,27.476,30.730,34.355,27.344,24.528,37.432,48.048,41.162,27.500,29.459,44.889,41.615,35.294,28.000,37.324,25.088,36.192,33.594,34.500,42.833,37.406,28.382,40.625,35.265,25.324,25.765,22.654,24.265,22.387,28.839,27.269,42.312,23.161,22.882,17.375,36.190,32.000,33.647,27.250,28.231,31.571,21.706,16.438,25.323,20.471,23.452
110,40.556,36.919,26.077,32.265,29.381,30.622,34.645,30.125,24.806,37.270,46.143,40.649,29.615,28.838,45.000,39.654,36.824,27.500,37.912,25.676,36.769,30.812,34.750,41.611,36.344,27.588,38.438,33.676,25.147,26.853,20.462,25.765,23.290,24.742,27.577,43.000,23.839,21.824,18.188,33.000,31.846,36.265,27.625,26.000,31.810,21.882,15.062,23.548,19.441,23.935
111,40.222,37.324,25.846,31.176,25.238,30.459,35.258,27.938,26.694,38.486,50.000,41.946,28.308,28.189,45.083,39.385,36.471,30.000,36.206,27.706,37.577,33.188,32.600,41.500,36.969,27.235,37.062,34.147,24.618,27.824,22.115,25.706,21.548,27.129,26.385,42.438,23.774,21.853,18.469,30.429,30.462,35.794,27.688,28.500,30.286,21.500,15.906,25.290,19.324,25.290
112,38.861,35.432,24.846,31.353,28.571,29.919,32.452,27.125,25.056,38.838,46.333,42.730,30.462,28.432,44.361,41.346,39.235,28.500,35.235,27.265,36.654,32.031,33.600,42.833,36.281,27.765,37.250,35.353,23.441,26.588,20.385,27.029,21.677,25.677,26.500,41.094,23.355,21.971,18.469,34.286,31.692,33.941,26.625,25.577,29.238,20.706,16.344,23.548,18.176,23.000
113,38.667,36.405,24.654,32.324,28.095,30.568,35.032,28.438,24.889,37.649,47.714,42.027,29.000,27.514,45.167,40.462,36.588,28.308,35.265,26.206,38.077,31.969,33.050,41.889,35.094,29.853,37.000,32.500,22.765,27.118,20.615,25.000,21.968,25.968,26.654,41.844,23.452,20.853,17.750,31.762,31.846,35.471,29.500,26.577,31.476,19.206,15.562,24.484,19.647,24.323
114,37.750,33.622,25.500,32.853,26.762,30.027,34.968,27.875,25.417,35.486,46.190,42.486,29.808,28.189,45.444,39.500,36.529,28.038,36.794,25.706,38.423,33.594,33.950,41.889,37.000,27.206,37.375,34.382,24.382,25.971,22.269,26.382,21.774,27.452,26.885,41.344,23.226,22.147,17.688,32.714,31.385,34.853,29.000,28.769,31.381,20.706,16.188,24.581,18.559,22.548
115,39.889,33.432,26.346,31.706,28.143,31.351,32.613,27.250,26.361,36.703,47.619,40.595,29.962,27.892,45.806,40.115,36.294,28.077,36.941,27.029,40.538,32.031,35.500,44.639,35.719,27.794,37.562,35.471,24.824,26.176,21.269,24.735,21.871,27.871,28.308,40.344,24.290,21.941,16.406,34.952,31.192,33.471,26.438,27.115,30.571,22.294,15.812,24.129,20.471,23.194
116,38.500,34.081,24.692,30.647,27.429,30.730,33.806,26.656,23.306,35.243,45.810,42.081,29.500,27.081,44.861,43.077,36.471,28.577,35.912,26.647,37.885,33.750,32.900,43.333,33.844,27.000,39.875,34.029,26.706,26.118,23.385,26.353,21.419,25.226,26.231,42.188,24.452,22.294,18.000,34.667,29.192,35.735,30.938,27.462,28.762,21.912,15.344,24.323,18.882,24.548
117,40.194,35.216,24.115,33.382,27.381,32.054,34.387,25.781,26.778,35.054,47.143,40.378,27.846,28.432,44.250,40.654,34.265,28.346,35.353,26.235,39.000,30.875,35.050,44.778,36.031,29.000,37.250,32.971,24.853,27.794,19.615,25.941,21.710,26.903,27.346,42.812,23.065,21.765,16.594,31.048,29.115,35.147,27.938,28.769,28.857,19.735,16.406,23.645,18.147,22.742
118,38.500,36.432,24.654,31.765,26.000,29.568,35.161,28.875,25.167,36.000,47.952,40.784,27.000,27.865,42.806,39.846,36.324,25.692,35.176,28.206,37.846,31.688,33.050,43.500,37.094,28.824,38.125,33.618,25.441,27.912,21.577,26.706,21.968,25.935,26.308,40.312,23.452,21.971,16.906,33.714,31.500,36.412,27.500,29.538,30.333,21.441,15.594,23.645,18.353,25.065
119,40.250,34.568,24.923,33.000,27.333,28.000,34.484,27.688,24.778,35.108,44.952,41.324,28.654,28.892,47.056,41.808,34.853,28.115,36.529,28.176,37.846,33.562,33.450,42.528,35.875,27.912,38.438,33.294,25.588,26.029,20.423,26.206,22.710,26.935,27.000,42.812,22.935,22.294,16.562,31.857,32.038,34.588,29.125,27.538,32.571,22.235,15.906,25.032,20.118,23.839
120,39.000,35.000,26.308,32.794,27.238,28.946,33.097,27.281,25.194,35.486,48.667,40.730,27.962,26.919,45.083,41.615,36.324,28.115,35.941,29.647,38.346,32.625,34.650,43.806,36.438,27.941,40.375,33.500,24.441,26.529,21.731,25.029,20.806,26.774,25.038,44.469,23.355,21.794,18.312,33.667,28.769,34.853,29.625,27.308,29.095,20.735,16.188,24.258,19.500,22.774
121,38.361,33.243,25.154,31.382,24.619,28.622,33.871,27.531,23.972,34.378,47.524,41.243,27.962,27.432,45.778,39.577,38.265,27.500,36.118,27.441,38.231,32.875,32.050,43.917,38.312,26.912,36.875,34.176,25.000,27.265,22.038,26.088,23.194,28.258,28.615,43.094,23.129,22.324,16.938,35.095,31.500,34.500,27.500,28.769,31.429,22.882,15.500,24.871,19.294,23.935
122,40.083,34.270,25.038,32.794,27.952,30.865,33.613,26.156,26.333,34.973,47.476,40.838,29.308,27.757,44.583,40.808,35.706,28.923,33.559,28.324,39.423,34.375,35.400,42.417,35.688,29.559,40.062,33.029,23.147,25.971,23.577,25.324,23.000,27.839,26.538,41.406,24.097,22.206,17.969,35.333,32.423,36.000,27.812,25.577,33.048,21.588,15.469,23.613,20.235,24.258
123,41.111,35.568,24.808,30.059,28.476,29.757,34.452,26.156,24.889,33.568,46.619,40.405,27.577,28.595,44.083,40.423,36.588,27.731,34.471,27.441,37.577,31.594,30.850,44.444,36.188,27.471,38.562,34.441,24.500,25.647,21.192,25.647,21.065,28.226,27.423,41.875,23.774,22.088,17.781,33.476,31.423,33.941,29.750,26.538,30.429,22.059,15.031,23.774,18.941,24.548
124,40.278,35.324,26.192,32.147,27.286,30.676,34.065,26.281,24.944,34.568,46.333,40.892,30.462,27.973,46.444,39.346,34.353,28.231,34.029,26.824,37.154,33.219,33.100,44.861,35.656,30.265,38.000,33.471,26.029,27.559,23.269,26.941,22.871,27.194,25.423,42.594,22.581,21.265,16.594,32.000,31.846,35.441,27.312,27.077,31.095,21.000,15.625,22.806,19.294,22.710
125,39.278,35.865,25.385,29.971,28.857,30.784,35.677,28.844,24.861,35.405,48.524,42.378,28.577,27.405,45.139,40.846,34.206,28.500,34.824,26.059,38.231,33.406,32.000,42.750,34.781,29.941,36.438,33.794,25.735,27.794,20.731,25.441,21.387,27.581,27.538,40.938,22.226,21.882,18.531,34.000,32.077,35.353,28.812,28.654,31.381,22.471,14.875,24.452,18.382,22.548
126,36.806,34.432,26.231,31.235,29.286,30.865,33.226,25.594,25.556,33.405,46.095,40.649,28.846,28.973,44.778,41.115,36.676,28.654,34.441,26.912,38.115,33.219,33.100,43.028,36.562,29.088,40.750,35.559,24.735,27.382,21.769,24.382,23.129,26.839,27.808,42.875,21.097,21.912,15.625,32.905,32.500,33.588,26.250,27.577,31.095,21.206,15.344,24.419,18.912,24.097
127,38.528,35.108,25.269,31.912,29.190,29.459,32.871,27.719,24.833,35.054,46.190,39.568,29.077,26.541,47.111,39.923,35.412,27.077,34.941,27.618,39.423,31.281,31.250,44.083,37.250,28.412,38.250,32.235,25.471,27.441,21.731,25.235,22.452,26.903,25.846,41.344,22.839,22.382,17.750,35.000,31.269,34.441,28.562,27.846,31.048,20.765,14.719,25.516,18.941,24.355
