 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50
4913,59.389,82.973,66.654,84.000,94.905,94.270,58.774,59.594,90.111,63.459,91.000,103.865,105.962,82.324,104.750,94.923,115.147,102.808,79.529,86.971,114.500,104.062,106.400,87.556,112.625,92.647,67.750,126.676,81.059,93.706,64.308,26.382,59.677,96.290,91.000,98.656,36.000,32.029,55.688,101.048,111.000,98.794,96.500,103.000,101.619,86.000,55.844,85.161,54.529,75.484
4914,58.833,86.784,69.269,80.676,88.524,95.946,58.484,61.094,85.167,65.135,96.571,106.108,108.923,79.892,105.444,98.462,111.059,99.154,78.382,88.794,118.808,109.438,112.450,88.750,113.688,92.353,74.062,126.176,80.588,94.853,60.885,27.118,57.839,95.903,88.846,98.438,35.258,34.588,59.875,99.714,108.115,103.559,98.938,102.385,102.190,84.441,56.375,87.516,58.676,74.806
4915,58.972,87.081,64.923,84.353,93.952,96.135,61.645,60.219,83.694,64.405,90.619,104.324,110.000,82.000,109.639,98.538,110.559,103.000,78.206,89.353,117.577,109.906,109.750,89.333,112.938,86.853,77.750,126.353,80.206,93.706,67.115,25.265,57.419,96.323,91.808,98.156,35.032,32.088,55.719,99.190,109.692,103.147,99.625,99.423,97.333,87.059,51.969,82.484,54.647,74.774
4916,62.611,93.595,67.385,79.618,92.905,100.541,59.581,62.594,82.611,66.486,90.048,106.405,106.154,80.514,106.528,97.308,109.471,103.385,79.529,94.118,114.808,105.750,111.400,90.667,115.344,90.441,78.188,124.971,83.265,96.382,69.346,27.471,55.032,94.935,90.769,95.500,36.387,32.206,55.625,99.095,109.346,101.324,97.625,99.692,95.857,84.794,53.688,81.452,53.765,74.742
4917,59.917,92.865,67.654,80.971,93.048,93.892,54.032,61.000,90.611,68.135,89.286,105.081,108.577,79.324,106.583,99.192,108.971,105.962,82.882,92.382,116.769,110.219,111.650,87.500,116.438,88.147,77.000,128.176,78.471,95.912,63.654,27.324,54.710,93.419,89.385,94.906,32.839,33.324,58.125,103.095,109.115,102.412,100.188,96.192,101.095,87.176,56.969,85.323,54.647,77.097
4918,60.833,93.946,69.923,83.176,93.143,92.351,60.516,63.531,87.444,66.000,94.571,106.432,112.692,80.973,103.889,102.154,110.971,107.000,77.029,87.029,115.500,105.625,112.900,89.556,111.500,88.824,69.812,124.971,78.735,93.676,66.500,27.147,55.548,95.161,86.423,94.500,35.871,32.059,56.938,102.762,111.269,105.941,103.688,99.538,96.286,93.118,55.250,83.935,53.441,82.806
4919,60.472,94.351,71.500,84.647,93.810,100.865,57.871,63.062,89.250,65.568,93.238,104.486,107.846,84.892,107.500,97.769,115.765,104.808,79.676,91.529,117.423,105.531,109.750,86.556,112.438,88.294,67.000,125.471,80.000,94.471,69.846,26.265,52.161,94.387,89.846,94.719,36.161,33.765,61.969,98.714,111.692,104.353,107.375,98.000,99.857,89.441,54.625,83.742,55.794,79.677
4920,59.194,94.270,71.038,84.294,95.381,97.351,55.839,64.531,86.472,64.568,92.476,105.973,115.231,83.568,106.333,98.692,111.794,97.769,77.706,89.412,113.654,108.906,110.550,89.694,113.469,89.206,67.062,125.029,76.412,91.500,67.577,28.559,57.710,91.903,90.846,96.469,35.452,33.529,60.875,98.333,104.923,103.529,100.812,101.885,97.238,85.971,56.781,84.484,56.176,77.097
4921,60.167,91.865,67.462,84.235,91.762,99.459,64.613,62.625,94.500,64.541,90.095,104.378,114.577,82.892,109.417,99.654,114.618,101.808,77.471,89.382,119.846,109.094,105.150,90.778,112.531,90.853,62.062,123.824,80.941,92.853,65.808,26.794,55.645,97.516,89.923,96.344,36.774,34.147,58.219,99.810,107.808,104.088,104.625,98.808,96.000,87.471,55.594,82.355,52.706,76.452
4922,62.000,101.676,72.231,84.324,92.048,94.054,64.000,62.656,89.917,68.054,95.381,104.622,111.654,85.000,109.083,95.731,112.412,98.308,77.382,88.853,117.500,104.594,107.600,90.278,114.500,88.765,63.875,126.882,80.206,89.500,71.346,27.029,55.516,94.613,89.269,93.594,39.129,32.971,58.000,97.143,106.577,103.676,99.750,96.808,95.952,84.559,58.594,82.742,55.765,74.032
4923,61.583,95.135,67.308,86.441,94.048,99.081,60.290,59.000,90.667,66.351,93.476,103.892,110.154,85.973,107.444,98.577,111.294,102.962,78.529,85.971,114.154,107.188,108.450,86.528,109.031,88.353,60.500,124.765,80.765,92.676,68.385,26.706,54.129,96.452,86.577,94.938,37.355,31.912,58.594,97.667,107.500,106.029,102.188,97.500,94.714,86.794,55.500,83.581,55.353,78.290
4924,60.750,96.270,68.423,83.147,90.952,98.514,61.839,61.250,93.917,66.541,94.143,108.595,115.077,83.622,108.667,101.077,115.059,102.500,78.265,90.441,115.500,105.031,110.900,88.083,114.125,89.294,61.875,125.353,79.294,94.618,69.346,27.118,55.581,92.323,86.269,95.094,37.226,34.971,63.031,97.905,107.692,107.000,107.188,97.462,95.190,85.971,51.125,83.161,52.265,75.742
4925,61.833,100.919,67.154,87.735,93.762,92.378,62.484,60.094,97.389,71.703,94.000,109.378,116.269,86.919,109.750,99.423,118.206,103.192,77.559,88.588,117.346,111.188,112.550,86.917,114.250,91.294,60.688,128.029,77.294,92.824,67.885,27.765,56.935,96.742,90.692,95.469,35.903,33.647,64.000,101.571,109.615,105.824,106.812,100.385,100.286,89.265,51.000,85.677,51.382,75.516
4926,60.528,96.784,63.692,86.588,95.714,93.514,65.516,57.938,102.611,67.595,95.286,105.108,112.462,85.378,109.056,95.846,115.882,105.808,78.500,92.441,118.538,111.344,114.800,89.667,114.188,95.382,58.938,127.235,78.265,90.382,66.115,26.794,56.323,94.871,91.577,97.000,37.097,40.147,60.438,98.429,107.385,106.765,106.625,102.154,102.524,86.618,55.500,86.613,52.471,77.677
4927,63.694,96.919,69.308,81.471,93.048,91.297,64.097,60.500,97.861,67.514,94.381,105.459,114.615,85.243,111.194,103.923,120.265,109.192,82.618,91.206,121.885,115.344,120.600,90.472,113.781,91.059,59.812,125.882,80.941,87.912,74.731,28.029,57.452,97.387,90.231,97.312,36.000,45.853,62.125,105.952,108.038,109.588,108.000,99.923,100.952,90.853,55.156,84.774,52.147,83.323
4928,59.222,97.541,69.577,80.382,90.667,89.622,67.935,55.562,101.083,66.703,95.619,105.297,113.846,90.946,110.917,97.077,116.471,104.192,83.559,90.265,119.154,109.594,110.700,91.333,108.656,87.735,61.250,122.088,76.794,89.059,66.154,28.676,57.226,98.194,91.077,97.531,36.161,53.147,60.656,102.143,108.346,105.029,107.625,98.462,102.857,87.147,51.562,85.194,51.294,73.806
4929,60.750,96.135,66.115,80.088,91.810,92.486,63.968,52.156,100.333,64.865,96.429,106.514,116.615,89.054,111.222,102.115,118.559,105.769,82.706,92.176,121.115,112.938,115.950,87.194,114.344,92.029,61.688,124.529,80.735,91.265,69.923,28.588,57.258,95.742,90.000,92.469,34.065,55.382,61.438,102.571,109.538,103.559,105.000,100.423,102.524,89.176,54.469,85.903,54.412,77.097
4930,62.528,97.676,64.500,77.971,91.190,91.000,63.645,51.750,102.889,71.162,94.857,109.162,114.577,89.973,112.611,103.731,116.176,106.692,77.765,89.794,118.115,112.125,112.200,86.333,118.469,92.294,64.938,125.912,77.324,90.441,71.538,29.147,57.194,94.161,91.038,95.562,36.323,56.000,65.062,100.571,111.692,107.559,105.625,99.423,100.286,91.029,54.688,86.774,52.794,82.387
4931,60.806,96.432,67.038,77.029,88.333,94.432,62.097,50.344,101.111,67.514,97.095,103.784,115.192,90.054,110.750,99.154,113.412,100.654,79.559,90.941,119.192,106.844,108.400,88.861,113.719,92.324,59.562,126.971,78.029,92.000,65.462,27.647,55.839,92.710,84.962,94.219,41.742,56.382,65.312,101.000,102.077,104.971,105.250,97.346,95.333,85.000,52.500,87.871,53.471,78.581
4932,60.472,102.649,65.769,76.676,89.667,98.108,66.677,49.125,102.917,68.595,92.190,107.892,113.769,89.595,113.333,102.654,115.235,103.731,83.941,93.147,123.654,113.562,106.900,89.278,117.125,91.941,62.625,129.971,77.324,91.441,65.385,27.500,54.516,95.419,91.462,101.219,42.645,56.176,62.219,99.048,106.269,110.118,106.438,99.692,101.667,86.853,50.344,84.613,50.765,79.355
4933,61.639,99.297,68.808,78.147,89.143,94.568,66.032,49.219,108.639,67.405,96.381,110.243,120.192,92.351,115.472,100.385,111.765,109.231,84.618,91.941,126.346,117.812,112.900,89.556,114.219,88.853,62.438,126.059,78.882,87.088,74.308,28.441,56.645,97.032,92.154,95.906,43.032,56.441,66.562,106.333,106.962,109.853,110.188,97.731,102.952,87.029,48.625,84.677,52.118,79.903
4934,62.250,99.216,72.769,75.412,90.000,90.135,70.226,47.094,101.333,65.865,97.762,107.432,117.269,90.649,113.833,97.077,115.206,100.654,84.882,97.647,122.000,114.844,116.050,90.250,116.812,91.706,64.500,129.618,78.471,90.118,74.308,28.765,58.516,95.548,91.654,101.688,40.903,54.971,62.719,101.286,108.769,108.941,115.562,102.346,102.667,87.265,52.812,86.194,50.059,77.452
4935,61.639,98.541,72.115,78.324,88.333,87.243,66.194,46.875,100.944,67.919,95.381,110.649,116.192,90.946,111.694,96.538,116.176,102.923,84.118,97.206,116.577,110.250,108.750,90.194,116.094,91.676,73.562,127.265,76.265,88.029,75.077,27.353,53.161,97.226,90.577,98.875,38.161,56.618,65.312,101.667,109.192,106.794,112.188,101.346,101.810,86.647,47.781,85.226,50.735,80.323
4936,63.306,96.027,68.346,84.412,88.667,87.595,65.484,45.969,101.917,67.919,98.905,107.000,117.500,91.189,111.472,102.500,111.353,104.731,82.294,92.853,113.423,109.656,109.700,88.000,111.031,91.382,77.375,125.059,79.471,89.176,69.654,27.500,56.839,96.323,88.846,97.750,38.710,53.588,63.438,102.429,102.769,109.529,114.250,97.077,96.429,90.824,52.531,84.710,51.441,80.581
4937,63.083,102.865,69.923,83.500,92.667,91.919,69.129,47.719,100.833,66.486,96.143,103.568,114.615,90.730,109.917,99.808,113.265,105.154,83.353,92.294,119.154,112.531,120.000,89.194,111.531,89.588,80.938,125.912,74.912,92.941,74.077,27.500,54.613,94.903,86.538,100.500,43.645,53.000,61.594,103.429,110.115,111.853,111.938,99.731,99.619,90.029,51.656,84.581,51.529,79.065
4938,62.472,99.135,68.385,86.882,92.762,88.378,62.097,49.219,98.806,67.892,92.667,105.541,113.731,90.297,110.972,102.192,114.824,103.192,78.765,91.794,121.077,111.719,115.200,90.750,115.344,91.853,79.562,127.500,77.618,88.000,74.077,27.265,55.161,95.323,87.231,101.125,41.355,52.235,62.219,98.667,105.923,110.088,114.312,98.808,96.190,89.735,50.969,86.484,51.088,80.290
4939,63.250,96.622,65.769,79.441,90.810,92.297,63.645,46.125,102.000,66.595,97.810,107.838,117.500,92.324,114.472,102.385,114.029,106.192,80.500,94.706,118.423,119.188,112.900,91.139,114.438,92.882,85.062,128.735,78.147,92.765,73.077,29.647,59.000,94.129,91.538,99.625,42.419,51.588,63.969,99.238,109.500,106.206,112.000,99.000,102.667,91.735,56.531,84.903,51.647,77.774
4940,65.028,102.135,66.154,78.441,90.333,92.081,62.097,44.875,101.167,68.784,96.905,109.270,122.308,91.108,111.833,99.962,112.912,108.077,84.176,95.353,117.654,113.969,114.950,90.083,114.219,95.000,80.500,126.176,77.588,89.794,74.192,28.794,56.000,96.032,91.923,101.375,40.935,51.647,64.406,103.905,109.077,109.706,116.625,99.615,102.952,89.176,52.125,83.968,53.088,82.290
4941,64.639,104.541,73.731,83.088,94.095,87.784,65.226,47.438,110.917,68.946,98.048,109.459,117.346,92.081,115.528,101.962,117.324,108.385,84.765,95.441,119.731,117.719,118.050,89.389,114.531,92.324,79.875,124.353,79.265,86.706,77.846,27.118,55.645,96.290,88.192,99.625,39.710,45.676,68.062,102.476,114.000,110.118,115.562,99.808,106.714,92.941,55.000,82.484,51.412,80.710
4942,62.861,101.622,73.269,76.882,88.714,88.243,60.258,47.781,109.889,68.378,96.619,109.270,124.462,94.459,116.972,103.423,115.971,105.885,84.294,96.794,123.308,116.594,114.600,89.639,115.969,93.882,82.688,123.441,76.029,86.088,71.692,29.441,55.774,96.290,90.231,101.094,40.613,45.500,68.906,102.476,106.654,110.441,121.688,99.615,103.571,92.029,57.406,85.290,48.676,83.645
4943,62.611,104.622,74.962,74.676,88.333,85.081,66.226,46.750,112.028,67.811,96.381,108.730,122.192,95.297,113.750,105.154,116.882,109.231,88.235,95.118,120.923,119.188,116.000,91.861,116.469,89.647,80.375,127.529,76.294,84.059,75.538,28.382,58.645,98.452,91.308,100.062,39.484,39.912,68.531,108.667,110.423,112.235,118.750,99.500,106.524,89.000,49.594,86.774,50.529,82.452
4944,64.306,100.973,67.500,70.824,82.667,87.622,66.548,49.219,112.583,65.432,94.524,108.081,117.654,93.324,116.611,105.077,118.706,107.038,82.971,97.176,120.423,112.906,115.600,89.278,116.125,87.676,79.812,125.794,77.588,86.147,74.038,28.971,55.194,98.355,90.962,99.031,38.839,38.706,66.406,104.619,110.769,109.824,114.812,96.654,101.714,91.441,53.406,85.839,51.235,79.677
4945,62.778,103.270,74.038,70.206,85.762,85.351,63.968,50.844,114.500,66.568,94.476,110.135,118.423,94.865,117.111,102.423,116.324,108.846,80.735,98.941,121.038,108.469,114.250,92.639,116.094,92.735,80.500,124.529,78.206,83.059,71.000,27.294,56.548,96.581,92.615,104.625,42.677,37.882,69.938,102.429,110.654,110.794,119.562,99.269,99.667,91.765,53.250,84.581,51.029,83.194
4946,61.083,99.541,69.615,72.206,86.333,83.838,72.194,54.562,110.194,69.270,98.286,105.946,116.692,92.892,116.194,104.769,115.529,107.885,79.559,98.147,120.731,112.000,115.050,89.722,114.031,90.059,79.500,126.706,75.529,84.206,72.577,29.353,53.161,96.161,93.038,103.562,42.677,36.588,65.969,103.810,111.000,110.235,119.375,100.577,100.143,91.500,50.938,84.452,51.676,82.161
4947,59.806,102.189,71.462,68.971,87.381,92.486,62.258,56.688,108.444,69.784,98.476,108.973,120.115,94.892,116.472,103.923,116.559,105.231,84.176,104.529,118.885,112.750,113.350,91.722,118.281,93.824,80.438,127.588,75.824,88.588,77.231,27.324,54.323,98.677,94.769,102.312,40.065,35.941,64.656,101.810,109.962,111.618,123.750,103.154,100.905,91.529,54.094,85.806,49.294,83.032
4948,61.889,102.486,72.192,69.294,83.905,90.216,62.742,56.875,110.250,70.486,97.429,107.054,117.077,94.919,116.611,103.692,117.176,115.962,85.676,100.559,119.692,113.125,112.450,88.194,116.594,88.500,76.062,126.118,75.353,89.529,71.808,28.412,55.516,97.516,93.846,98.250,41.290,35.676,63.438,104.810,111.500,110.412,118.312,99.538,104.000,93.853,58.000,82.839,50.794,85.677
4949,62.306,101.568,67.923,69.618,86.952,86.270,62.161,54.000,112.083,68.703,99.952,107.162,119.615,97.108,117.278,100.346,116.353,108.269,84.794,97.176,119.192,110.781,114.050,91.361,117.906,90.059,74.000,126.088,75.559,85.118,72.692,28.559,52.516,100.097,92.731,100.250,46.323,35.559,63.906,103.333,110.462,111.412,120.500,99.154,101.143,89.441,51.719,85.323,49.765,78.742
4950,63.389,102.703,72.000,67.265,85.905,92.324,62.516,51.594,118.861,72.838,99.333,106.919,119.000,100.432,115.611,101.962,117.294,106.192,83.559,98.176,121.731,114.562,114.250,89.889,113.125,90.853,68.688,124.647,74.176,87.412,79.115,28.324,53.484,99.742,90.115,97.625,45.710,33.529,65.812,104.667,110.192,109.441,118.938,101.769,101.000,91.059,47.031,81.839,52.471,80.806
4951,61.833,104.946,75.654,67.824,82.333,87.784,60.968,52.969,112.667,71.162,95.238,106.892,119.192,96.946,114.750,101.077,119.676,107.538,86.382,97.529,122.385,117.000,117.650,93.278,115.219,90.471,71.125,123.647,76.500,84.912,73.385,28.147,54.806,94.935,91.654,100.250,42.710,35.294,67.906,108.619,109.885,110.294,121.000,99.077,100.571,89.559,49.594,81.548,49.971,81.032
4952,64.500,103.000,76.808,73.471,87.667,85.568,65.677,50.312,113.917,76.027,95.857,108.297,121.654,95.459,113.611,102.346,118.382,110.692,82.206,98.265,122.154,113.594,113.650,87.667,115.156,90.765,69.250,122.824,72.265,84.500,76.500,28.265,53.581,97.290,90.154,97.188,47.581,35.059,69.312,102.095,110.154,112.029,118.938,101.500,101.857,93.235,48.844,87.774,52.706,82.548
4953,63.056,103.189,76.154,79.265,91.238,90.595,68.000,48.219,115.111,79.378,95.571,107.162,121.538,101.730,116.833,102.346,116.588,107.308,84.412,94.912,123.269,113.469,117.700,88.889,112.781,89.794,67.000,123.235,73.206,86.471,76.538,29.735,53.419,94.581,91.808,99.062,44.129,34.353,65.844,106.143,114.154,112.471,117.125,97.192,106.429,94.647,52.938,86.548,50.324,82.290
4954,61.944,102.676,73.808,81.382,90.333,88.703,71.484,49.281,113.278,82.730,96.048,110.270,125.000,103.135,119.972,106.000,114.294,106.500,83.029,95.588,118.423,112.406,110.950,87.472,114.594,92.235,63.625,125.588,75.706,88.412,76.923,27.235,53.806,96.806,88.769,95.531,43.226,33.794,69.250,100.810,107.308,111.618,123.625,99.423,100.095,95.265,51.031,85.129,48.853,83.484
4955,61.444,107.757,73.769,76.647,90.143,95.838,71.419,48.406,115.111,82.243,95.857,106.622,120.038,101.703,115.639,103.077,117.353,112.038,83.235,96.971,124.769,112.188,110.100,89.194,110.812,89.441,62.875,121.088,78.412,89.441,66.462,27.971,53.871,95.935,87.654,101.094,41.484,38.676,67.250,104.619,109.077,109.500,121.125,96.500,100.619,94.088,53.156,82.677,52.029,83.903
4956,62.667,103.405,73.500,74.265,84.762,89.757,68.290,48.375,115.444,80.162,100.571,105.514,118.577,103.595,117.000,103.538,118.912,111.500,88.235,98.882,124.038,115.156,108.750,89.333,117.906,90.559,61.250,123.941,75.206,84.912,76.423,27.412,54.387,97.032,90.115,100.719,42.806,35.176,65.719,105.286,111.346,109.382,119.625,98.731,106.143,94.588,50.000,81.677,51.794,84.194
4957,63.472,102.324,73.077,73.588,86.429,87.703,66.097,47.688,110.694,76.486,100.714,106.324,116.423,100.297,115.889,101.423,115.500,112.308,86.441,97.912,119.538,111.125,110.050,89.750,116.375,91.824,62.438,128.441,76.000,87.676,74.769,28.765,53.903,97.194,91.500,102.156,41.000,34.059,68.000,102.238,111.769,111.324,123.625,98.192,104.429,90.676,52.656,82.677,52.971,81.129
4958,61.806,102.270,72.000,71.559,85.667,94.459,67.516,47.125,111.778,73.324,98.286,106.784,123.269,103.784,118.028,102.462,117.765,104.000,89.382,98.912,119.462,107.875,106.450,90.972,113.875,90.559,63.875,122.529,75.029,89.206,73.538,27.971,54.871,96.258,88.308,98.438,42.355,31.882,71.875,104.762,108.885,112.706,125.750,97.346,99.333,91.059,54.688,82.613,53.029,83.548
4959,63.417,105.865,72.577,76.294,87.190,90.838,67.774,45.562,118.472,71.351,100.857,107.784,117.962,103.865,116.222,106.692,121.324,114.769,91.500,107.794,124.346,117.688,116.850,93.472,116.812,92.500,64.250,127.412,74.559,86.147,77.308,28.676,57.355,97.645,90.115,105.469,42.097,33.765,71.188,109.905,110.346,111.912,125.688,99.038,101.429,96.412,51.188,85.194,51.618,87.000
4960,61.667,104.703,73.231,72.059,85.524,89.162,63.903,46.844,111.972,70.757,100.476,105.027,122.731,101.892,116.500,101.808,120.735,108.346,88.324,106.324,124.538,119.938,113.800,93.222,118.500,91.265,61.062,127.559,76.588,84.000,74.077,28.676,53.871,94.516,92.115,101.906,40.968,36.000,65.562,105.810,111.385,110.000,123.125,100.269,104.190,94.912,47.656,85.581,51.147,80.355
4961,66.528,100.730,74.385,76.941,84.857,88.595,68.806,48.906,116.833,69.432,100.048,108.378,121.462,105.405,115.556,102.077,114.735,111.923,85.529,104.529,124.308,114.375,116.100,91.694,114.719,92.941,61.812,124.618,72.382,84.441,75.808,27.324,56.000,95.839,90.077,98.688,43.613,35.471,72.344,103.095,110.654,109.206,125.188,100.154,101.952,93.324,48.438,85.484,51.765,82.226
4962,63.861,100.243,75.115,74.500,82.667,92.757,67.355,48.438,117.306,70.324,101.000,109.351,122.077,107.595,115.167,104.692,118.000,108.577,86.794,107.324,121.808,115.312,115.200,91.500,117.906,92.618,63.312,123.559,75.471,86.765,78.731,28.706,53.355,97.355,92.808,102.125,42.032,34.176,69.438,101.762,108.962,110.324,123.312,103.038,102.238,92.000,48.969,89.097,52.059,83.806
4963,62.250,103.243,74.769,71.765,84.619,89.135,65.677,46.938,113.333,68.838,98.762,106.324,120.462,106.946,116.389,101.846,118.471,107.269,91.176,106.294,121.769,116.219,117.100,94.583,122.125,90.647,63.750,125.853,73.471,86.794,77.846,28.294,56.161,98.871,90.808,100.719,46.677,34.265,66.250,105.667,112.423,111.029,122.125,100.192,100.095,91.618,53.188,87.097,51.412,82.968
4964,64.222,102.081,75.769,72.529,85.429,86.108,63.742,47.812,115.667,70.486,99.810,107.459,117.385,105.892,116.167,103.423,120.206,111.538,90.912,107.029,126.731,120.344,113.700,94.917,114.469,93.676,63.312,124.059,73.941,84.529,77.731,27.441,58.258,94.129,92.115,104.875,51.194,31.794,68.062,105.571,109.615,112.206,125.750,99.462,106.857,94.765,49.094,85.129,49.882,81.387
4965,61.556,106.243,74.154,72.912,87.333,85.432,62.000,47.969,116.111,68.946,100.667,106.649,120.808,105.027,115.056,104.269,118.647,107.654,91.412,108.559,121.269,116.656,114.800,92.222,117.594,91.265,62.938,123.235,72.353,86.441,73.308,27.324,57.065,95.677,92.000,102.875,48.774,33.294,70.656,105.048,114.385,112.971,126.625,98.423,100.429,95.176,48.750,83.032,53.765,85.839
4966,63.556,106.865,75.462,78.206,86.952,83.189,60.161,45.906,112.889,67.676,104.571,103.838,116.923,104.162,116.556,101.962,120.441,106.154,86.000,105.824,123.577,119.750,113.650,89.083,118.531,90.794,63.062,126.824,72.206,84.529,74.269,28.559,56.000,97.452,91.308,102.938,49.548,33.000,69.719,102.905,111.654,113.735,122.000,103.577,99.952,96.706,49.312,81.323,49.235,84.484
4967,62.861,107.081,74.808,78.912,90.143,83.162,63.710,47.062,116.139,68.108,100.952,105.892,121.462,102.919,115.611,103.115,118.794,112.846,89.206,107.765,127.615,123.531,119.000,89.472,118.062,91.676,61.000,120.676,75.059,84.382,77.423,28.853,54.516,97.355,92.808,102.969,46.677,34.324,70.000,111.000,112.615,113.294,125.438,98.077,106.190,96.853,46.750,80.355,51.029,87.484
4968,65.389,110.757,75.885,77.235,84.762,81.865,66.968,49.844,118.306,66.865,99.667,109.649,122.038,106.081,113.778,102.808,119.559,111.077,85.500,103.176,126.615,116.531,115.650,91.917,116.344,89.382,60.500,123.235,71.441,80.647,76.885,28.324,54.806,96.903,89.115,100.906,44.968,33.235,71.625,106.952,110.538,112.324,126.938,98.885,103.333,93.206,46.281,85.065,51.147,86.129
4969,60.194,108.027,78.346,76.176,89.857,84.297,72.710,46.719,116.667,74.081,101.762,107.649,118.308,103.297,111.750,98.615,115.118,106.077,84.882,103.647,123.808,117.500,114.950,89.083,115.125,93.441,60.875,125.265,74.235,83.912,73.654,29.824,54.129,95.065,90.846,102.469,46.968,32.676,69.656,103.762,106.962,111.147,122.938,99.692,101.905,90.118,49.281,81.839,48.618,81.871
4970,60.917,106.027,73.654,73.412,87.714,81.622,71.839,48.312,118.667,70.432,98.619,106.595,122.346,105.135,113.944,103.346,114.206,105.423,86.382,101.824,123.962,118.219,115.300,86.806,114.938,90.353,62.250,124.441,71.706,81.441,72.731,28.676,52.677,93.258,88.654,98.219,48.194,33.235,70.344,105.429,110.885,110.412,125.750,97.000,103.048,90.176,48.156,82.645,51.294,78.097
4971,62.111,105.432,73.192,82.088,92.190,79.703,73.645,47.188,115.250,67.838,100.810,107.486,123.615,109.811,114.028,100.769,118.706,108.077,84.529,102.412,123.500,115.062,110.550,88.667,111.312,87.176,68.812,123.235,76.000,81.471,74.769,29.794,51.645,93.419,87.846,99.906,48.129,34.824,68.625,105.571,109.192,109.706,127.062,93.731,104.381,88.412,46.594,82.387,48.853,81.323
4972,62.194,102.811,75.346,77.676,87.810,81.568,69.484,49.250,111.361,70.027,103.857,108.270,121.615,110.568,116.889,102.231,116.000,105.462,84.118,102.000,124.385,116.844,115.950,88.889,115.594,93.206,78.438,120.882,73.059,79.824,74.923,31.088,53.065,97.774,91.269,102.719,47.581,32.500,73.031,102.095,105.077,110.706,129.250,100.923,100.667,92.500,49.156,83.774,48.941,81.290
4973,62.444,106.973,75.577,75.500,84.905,80.378,67.839,49.094,119.333,71.622,103.095,109.243,125.231,108.946,116.028,98.808,113.441,107.692,80.324,99.941,119.115,113.469,115.500,88.778,115.125,87.324,83.125,121.176,72.147,79.029,71.192,28.529,56.194,91.032,88.000,98.250,48.065,32.912,66.688,101.381,106.192,113.912,125.250,95.885,106.048,92.471,54.469,84.645,49.324,82.710
4974,62.556,104.378,74.538,68.588,86.143,82.622,66.935,46.875,119.583,70.459,102.286,109.432,121.154,111.000,116.083,102.077,118.735,115.769,86.471,99.765,124.615,116.500,116.000,89.111,114.219,89.471,85.188,124.706,73.824,80.676,71.731,28.441,55.258,94.290,90.962,102.781,48.387,33.676,68.688,107.238,108.654,113.971,125.062,98.654,103.286,97.735,55.000,87.161,48.147,87.484
4975,61.750,107.838,76.846,69.676,84.762,88.514,67.323,48.375,117.639,69.405,102.810,105.838,120.962,111.811,116.083,104.077,123.118,109.538,84.441,102.088,128.192,116.625,114.400,95.222,116.281,90.412,85.000,124.059,68.588,80.882,75.077,29.324,59.097,96.871,89.692,105.656,53.129,32.441,72.094,107.000,111.962,111.118,126.438,101.077,105.286,94.176,49.875,84.419,48.853,88.484
4976,61.028,102.892,80.577,66.500,82.905,85.081,68.548,47.531,118.056,72.757,105.667,105.757,122.269,112.892,119.694,104.231,121.588,115.423,88.559,96.029,126.692,121.469,118.500,93.056,117.875,90.794,85.438,126.706,72.676,80.088,73.462,29.059,52.710,94.000,89.769,104.844,51.742,30.500,67.656,110.952,112.462,110.471,127.500,100.962,102.095,95.265,48.062,85.516,48.382,87.903
4977,63.528,112.432,75.462,64.794,83.381,85.297,79.742,47.531,119.139,66.919,104.857,106.135,124.269,111.297,115.972,103.615,117.176,108.769,88.912,101.000,129.269,121.125,121.250,91.889,120.281,93.588,82.125,120.853,73.029,81.588,75.154,29.235,53.000,94.710,92.885,106.156,54.323,32.706,73.531,105.048,113.077,113.735,126.438,97.692,103.762,95.941,49.500,84.129,48.853,85.161
4978,62.306,110.486,78.385,64.118,85.476,80.514,78.968,46.500,122.306,68.973,105.429,108.541,122.538,114.189,118.861,104.731,118.324,112.769,84.353,98.941,126.923,119.000,114.900,91.417,117.719,90.353,78.688,120.647,71.706,80.912,78.692,27.588,53.677,95.000,89.923,103.812,54.129,33.324,71.375,101.143,110.231,111.500,122.375,99.846,102.952,95.824,48.219,82.645,47.529,86.129
4979,60.972,108.432,72.577,68.176,82.048,81.216,77.645,47.094,123.028,70.784,103.381,105.622,119.346,114.162,114.972,102.769,120.971,109.115,85.588,99.824,124.577,114.562,109.250,106.556,116.531,89.618,81.688,120.118,70.441,76.412,76.346,28.971,54.065,93.419,89.077,102.781,54.871,31.382,73.594,106.524,106.731,108.588,122.500,96.538,101.619,92.294,50.156,85.516,48.441,83.290
